BAD	REF_ONLY
CGC	REF_ONLY
DXI	REF_ONLY
EU8	REF_ONLY
GQ2	REF_ONLY
GQ4	REF_ONLY
KD1	REF_ONLY
KHO	REF_ONLY
KTS	REF_ONLY
M13	REF_ONLY
M2J	REF_ONLY
M7J	REF_ONLY
MFS	REF_ONLY
MGU	REF_ONLY
P3M	REF_ONLY
VAM	REF_ONLY
XLM	REF_ONLY
AS5	REF_ONLY
M5G	REF_ONLY
M5S	REF_ONLY
WZ3	REF_ONLY
WZ5	REF_ONLY
SUM	REF_ONLY
GFG	REF_ONLY
HS2	REF_ONLY
L42	REF_ONLY
XD3	REF_ONLY
