dataset,gtcregno,pIC50_mean,pIC50_stddev,smiles,Pass stddev check,Compound crystallised with protein
Chrom_Assay,GTC000017A,6.8809392961092435,0.05130106872039133,C[C@@H](C(=O)N1CCOCC1)N1CC[C@@H](C1=O)N(CC(=O)O)S(=O)(=O)\C=C\c1ccc(Cl)cc1,True,False
Flint1_Assay,GTC000017A,7.72,0.12727922061357835,C[C@@H](C(=O)N1CCOCC1)N1CC[C@@H](C1=O)N(CC(=O)O)S(=O)(=O)\C=C\c1ccc(Cl)cc1,True,False
Chrom_Assay,GTC000018A,6.446322079525032,0.018877552923046013,CCOC(=O)CN([C@H]1CCN([C@@H](C)C(=O)N2CCOCC2)C1=O)S(=O)(=O)c1ccc2cc(Cl)ccc2c1,True,False
Chrom_Assay,GTC000019A,7.171481134217855,0.06746525419536781,C[C@H](N1CC[C@H](N(Cc2ccco2)S(=O)(=O)c2ccc3cc(Cl)ccc3c2)C1=O)C(=O)N1CCOCC1,True,False
Chrom_Assay,GTC000020A,7.42753679055245,0.07066463347932313,C[C@H](N1CC[C@H](N(Cc2nccs2)S(=O)(=O)c2ccc3cc(Cl)ccc3c2)C1=O)C(=O)N1CCOCC1,True,False
Chrom_Assay,GTC000021A,7.776934598271115,0.033431025073918916,C[C@H](N1CC[C@H](N(CC(=O)C(C)(C)C)S(=O)(=O)c2ccc3cc(Cl)ccc3c2)C1=O)C(=O)N1CCOCC1,True,False
Chrom_Assay,GTC000022A,8.200679860468595,0.12414622579572439,C[C@H](N1CC[C@H](N(CC(=O)OC(C)(C)C)S(=O)(=O)c2ccc3cc(Cl)ccc3c2)C1=O)C(=O)N1CCOCC1,True,False
Chrom_Assay,GTC000023A,7.266628178037823,0.034347336306212464,CCN([C@H]1CCN([C@@H](C)C(=O)N2CCOCC2)C1=O)S(=O)(=O)c1ccc2cc(Cl)ccc2c1,True,False
Chrom_Assay,GTC000024A,7.758563208195623,0.04308973961431287,C[C@H](N1CC[C@H](N(Cc2csc(C)n2)S(=O)(=O)c2ccc3cc(Cl)ccc3c2)C1=O)C(=O)N1CCOCC1,True,False
Chrom_Assay,GTC000025A,7.575954603207869,0.06109141051326436,CCC(=O)CN([C@H]1CCN([C@@H](C)C(=O)N2CCOCC2)C1=O)S(=O)(=O)c1cc2ccc(Cl)cc2s1,True,False
Chrom_Assay,GTC000026A,7.166729695753747,0.21187201716428228,C[C@H](N1CC[C@H](N(CC(N)=O)S(=O)(=O)c2cc3ccc(Cl)cc3s2)C1=O)C(=O)N1CCOCC1,True,False
Chrom_Assay,GTC000027A,6.556033890801389,0.03864423675088468,CCC(=O)CN([C@H]1CCN([C@@H](C)C(=O)N2CCOCC2)C1=O)S(=O)(=O)c1cc2cc(Cl)ccc2s1,True,False
Chrom_Assay,GTC000028A,8.009620997137763,0.10505441259695224,OC=O.C[C@H](N1CC[C@H](N(Cc2ccccn2)S(=O)(=O)c2ccc3cc(Cl)ccc3c2)C1=O)C(=O)N1CCOCC1,True,False
Chrom_Assay,GTC000029A,7.968955486131331,0.02069634257911268,OC=O.C[C@H](N1CC[C@H](N(Cc2ccncc2)S(=O)(=O)c2ccc3cc(Cl)ccc3c2)C1=O)C(=O)N1CCOCC1,True,False
Chrom_Assay,GTC000030A,7.2715677240678565,0.047337939320224565,C[C@@H](C(=O)N1CCOCC1)N1CC[C@@H](C1=O)N(CC(=O)N)S(=O)(=O)\C=C\c1ccc(Cl)cc1,True,False
Chrom_Assay,GTC000031A,6.661360145967754,0.030557814175458702,C[C@H](N1CC[C@H](N(CC(N)=O)S(=O)(=O)c2cc3cc(Cl)ccc3s2)C1=O)C(=O)N1CCOCC1,True,False
Chrom_Assay,GTC000032A,7.860815855438347,0.08892879586686402,C[C@H](N1CC[C@H](N(CC(N)=O)S(=O)(=O)c2ccc(s2)-c2ccc(Cl)s2)C1=O)C(=O)N1CCOCC1,True,False
Chrom_Assay,GTC000033A,6.57817163119291,0.056114999442219704,C[C@H](N1CC[C@H](N(c2ccccc2)S(=O)(=O)c2ccc3cc(Cl)ccc3c2)C1=O)C(=O)N1CCOCC1,True,False
Chrom_Assay,GTC000034A,6.771978073134783,0.03680506214457316,C[C@H](N1CC[C@H](N(c2ccc(F)cc2)S(=O)(=O)c2ccc3cc(Cl)ccc3c2)C1=O)C(=O)N1CCOCC1,True,False
Chrom_Assay,GTC000035A,6.78998498579959,0.04178340466418402,C[C@H](N1CC[C@H](N(c2ccncc2)S(=O)(=O)c2ccc3cc(Cl)ccc3c2)C1=O)C(=O)N1CCOCC1,True,False
Chrom_Assay,GTC000036A,6.794191700667706,0.052273516908356236,C[C@H](N1CC[C@H](N(c2ccsc2)S(=O)(=O)c2ccc3cc(Cl)ccc3c2)C1=O)C(=O)N1CCOCC1,True,False
Chrom_Assay,GTC000037A,6.905663431093506,0.4807041023548542,C[C@H](N1CC[C@H](N(c2cccnc2)S(=O)(=O)c2ccc3cc(Cl)ccc3c2)C1=O)C(=O)N1CCOCC1,True,False
Flint1_Assay,GTC000037A,6.85,,C[C@H](N1CC[C@H](N(c2cccnc2)S(=O)(=O)c2ccc3cc(Cl)ccc3c2)C1=O)C(=O)N1CCOCC1,True,False
Chrom_Assay,GTC000038A,7.584461706211891,0.09514894727857579,C[C@H](N1CC[C@H](N(CC(N)=O)S(=O)(=O)c2ccc3cc(Cl)ccc3c2)C1=O)C(=O)N1C[C@H](C)O[C@H](C)C1,True,False
Chrom_Assay,GTC000039A,7.015790466053773,0.06580116941358082,C[C@H](N1CC[C@H](N(CC(N)=O)S(=O)(=O)c2ccc3cc(Cl)ccc3c2)C1=O)C(=O)N1C[C@@H]2C[C@H]1CO2,True,False
Chrom_Assay,GTC000040A,8.085831738528787,0.05197856724320915,OC=O.C[C@H](N1CC[C@H](N(CCN2CCOCC2)S(=O)(=O)c2ccc3cc(Cl)ccc3c2)C1=O)C(=O)N1CCOCC1,True,False
Chrom_Assay,GTC000041A,7.247968558660653,0.005435408675753355,C[C@H](N1CC[C@H](N(CCNC(C)=O)S(=O)(=O)c2ccc3cc(Cl)ccc3c2)C1=O)C(=O)N1CCOCC1,True,False
Chrom_Assay,GTC000042A,7.620166077655184,0.025605872845455718,OC=O.C[C@H](N1CC[C@H](N(CCN(C)C)S(=O)(=O)c2ccc3cc(Cl)ccc3c2)C1=O)C(=O)N1CCOCC1,True,False
Chrom_Assay,GTC000043A,7.920818753952375,0.0,OC=O.C[C@H](N1CC[C@H](N(CCN2CCCC2)S(=O)(=O)c2ccc3cc(Cl)ccc3c2)C1=O)C(=O)N1CCOCC1,True,False
Chrom_Assay,GTC000044A,6.392544976785331,,C[C@@H](C(=O)N1CCOCC1)N1CC[C@H](N(C)S(=O)(=O)\C=C\c2ccc(Cl)s2)C1=O,True,False
Flint1_Assay,GTC000044A,7.35,,C[C@@H](C(=O)N1CCOCC1)N1CC[C@H](N(C)S(=O)(=O)\C=C\c2ccc(Cl)s2)C1=O,True,False
Flint1_Assay,GTC000045A,7.032857142857142,0.1529394526944444,C[C@H](N1CC[C@H](N(C)S(=O)(=O)CCc2ccc(Cl)s2)C1=O)C(=O)N1CCOCC1,True,False
Flint2_Assay,GTC000045A,7.060739102249396,0.11586425628934853,C[C@H](N1CC[C@H](N(C)S(=O)(=O)CCc2ccc(Cl)s2)C1=O)C(=O)N1CCOCC1,True,False
Flint1_Assay,GTC000046A,7.871428571428572,0.18792095602748954,COC(=O)CN([C@H]1CCN([C@@H](C)C(=O)N2CCOCC2)C1=O)S(=O)(=O)CCc1ccc(Cl)s1,True,False
Flint2_Assay,GTC000046A,8.154901959985743,0.0,COC(=O)CN([C@H]1CCN([C@@H](C)C(=O)N2CCOCC2)C1=O)S(=O)(=O)CCc1ccc(Cl)s1,True,False
Flint1_Assay,GTC000047A,8.004285714285713,0.20959143930173152,CCOC(=O)CN([C@H]1CCN([C@@H](C)C(=O)N2CCOCC2)C1=O)S(=O)(=O)CCc1ccc(Cl)s1,True,False
Flint2_Assay,GTC000047A,8.261439372640169,0.05598959602307623,CCOC(=O)CN([C@H]1CCN([C@@H](C)C(=O)N2CCOCC2)C1=O)S(=O)(=O)CCc1ccc(Cl)s1,True,False
Flint1_Assay,GTC000048A,5.325,0.25304808502206333,CC[C@H](C)[C@H](N1CC[C@H](N(CC(=O)N(C)C)S(=O)(=O)CCc2ccc(Cl)s2)C1=O)C(=O)N1CCOCC1,True,False
Flint2_Assay,GTC000048A,5.4800270339722505,0.16701725985208074,CC[C@H](C)[C@H](N1CC[C@H](N(CC(=O)N(C)C)S(=O)(=O)CCc2ccc(Cl)s2)C1=O)C(=O)N1CCOCC1,True,False
Flint1_Assay,GTC000049A,5.135,0.27501515109777724,CC[C@H](C)[C@H](N1CC[C@H](N(CC(=O)NC)S(=O)(=O)CCc2ccc(Cl)s2)C1=O)C(=O)N1CCOCC1,True,False
Flint2_Assay,GTC000049A,5.3105163024097095,0.10530241698196442,CC[C@H](C)[C@H](N1CC[C@H](N(CC(=O)NC)S(=O)(=O)CCc2ccc(Cl)s2)C1=O)C(=O)N1CCOCC1,True,False
Flint1_Assay,GTC000050A,5.2725,0.42625305473001235,CC[C@H](C)[C@H](N1CC[C@H](N(C)S(=O)(=O)CCc2ccc(Cl)s2)C1=O)C(=O)N1CCOCC1,True,False
Flint2_Assay,GTC000050A,5.453544756475715,0.13664287472049913,CC[C@H](C)[C@H](N1CC[C@H](N(C)S(=O)(=O)CCc2ccc(Cl)s2)C1=O)C(=O)N1CCOCC1,True,False
Flint1_Assay,GTC000051A,5.755,0.3098924544633722,COC[C@H](N1CC[C@H](N(CC(=O)N(C)C)S(=O)(=O)CCc2ccc(Cl)s2)C1=O)C(=O)N1CCOCC1,True,False
Flint2_Assay,GTC000051A,5.765830422689845,0.3172949304739039,COC[C@H](N1CC[C@H](N(CC(=O)N(C)C)S(=O)(=O)CCc2ccc(Cl)s2)C1=O)C(=O)N1CCOCC1,True,False
Flint1_Assay,GTC000052A,4.888571428571429,0.16905902040693468,CN([C@H]1CCN([C@@H](Cc2nc(C)no2)C(=O)N2CCOCC2)C1=O)S(=O)(=O)CCc1ccc(Cl)s1,True,False
Flint2_Assay,GTC000052A,4.942333688617109,0.1277627192774429,CN([C@H]1CCN([C@@H](Cc2nc(C)no2)C(=O)N2CCOCC2)C1=O)S(=O)(=O)CCc1ccc(Cl)s1,True,False
Flint1_Assay,GTC000053A,7.855,0.13435028842544464,CN(C)C(=O)c1ccc(c(F)c1)N1CC[C@H](N(C)S(=O)(=O)\C=C\c2ccc(Cl)s2)C1=O,True,False
Flint2_Assay,GTC000053A,7.838890352633039,0.021187198436397353,CN(C)C(=O)c1ccc(c(F)c1)N1CC[C@H](N(C)S(=O)(=O)\C=C\c2ccc(Cl)s2)C1=O,True,False
Flint1_Assay,GTC000054A,6.640000000000001,0.08485281374238547,CN(CCc1ccccc1)C(=O)c1ccc(c(F)c1)N1CC[C@H](NS(=O)(=O)\C=C\c2ccc(Cl)s2)C1=O,True,False
Flint2_Assay,GTC000054A,6.584154676581766,0.09276859850501913,CN(CCc1ccccc1)C(=O)c1ccc(c(F)c1)N1CC[C@H](NS(=O)(=O)\C=C\c2ccc(Cl)s2)C1=O,True,False
Flint1_Assay,GTC000055A,7.505,0.021213203435595972,CN(CCc1cccnc1)C(=O)c1ccc(c(F)c1)N1CC[C@H](NS(=O)(=O)\C=C\c2ccc(Cl)s2)C1=O,True,False
Flint2_Assay,GTC000055A,7.548455006504028,0.075808896548811,CN(CCc1cccnc1)C(=O)c1ccc(c(F)c1)N1CC[C@H](NS(=O)(=O)\C=C\c2ccc(Cl)s2)C1=O,True,False
Flint1_Assay,GTC000056A,6.26,0.05656854249492385,O=C(NCc1ccncc1)c1ccc(c(F)c1)N1CC[C@H](NS(=O)(=O)\C=C\c2ccc(Cl)s2)C1=O,True,False
Flint2_Assay,GTC000056A,6.247572992810028,0.1032363322203719,O=C(NCc1ccncc1)c1ccc(c(F)c1)N1CC[C@H](NS(=O)(=O)\C=C\c2ccc(Cl)s2)C1=O,True,False
Flint1_Assay,GTC000057A,5.8149999999999995,0.049497474683058214,O=C(NCc1cccnc1)c1ccc(c(F)c1)N1CC[C@H](NS(=O)(=O)\C=C\c2ccc(Cl)s2)C1=O,True,False
Flint2_Assay,GTC000057A,5.812995842115095,0.048663201758146486,O=C(NCc1cccnc1)c1ccc(c(F)c1)N1CC[C@H](NS(=O)(=O)\C=C\c2ccc(Cl)s2)C1=O,True,False
Flint1_Assay,GTC000058A,6.445,0.12020815280171303,OCCN(C)C(=O)c1ccc(c(F)c1)N1CC[C@H](NS(=O)(=O)\C=C\c2ccc(Cl)s2)C1=O,True,False
Flint2_Assay,GTC000058A,6.418210617405613,0.05863316391046643,OCCN(C)C(=O)c1ccc(c(F)c1)N1CC[C@H](NS(=O)(=O)\C=C\c2ccc(Cl)s2)C1=O,True,False
Flint1_Assay,GTC000059A,5.385,0.1767766952966369,O=C(NCc1ccccc1)c1ccc(c(F)c1)N1CC[C@H](NS(=O)(=O)\C=C\c2ccc(Cl)s2)C1=O,True,False
Flint2_Assay,GTC000059A,5.348726194741857,0.04861836963251031,O=C(NCc1ccccc1)c1ccc(c(F)c1)N1CC[C@H](NS(=O)(=O)\C=C\c2ccc(Cl)s2)C1=O,True,False
Flint1_Assay,GTC000060A,6.0600000000000005,0.08485281374238547,O(C)CCN(C)C(=O)c1ccc(c(F)c1)N1CC[C@H](NS(=O)(=O)\C=C\c2ccc(Cl)s2)C1=O,True,False
Flint2_Assay,GTC000060A,6.144969679657149,0.029146399397746263,O(C)CCN(C)C(=O)c1ccc(c(F)c1)N1CC[C@H](NS(=O)(=O)\C=C\c2ccc(Cl)s2)C1=O,True,False
Flint1_Assay,GTC000061A,6.42,0.0424264068711932,N(C)(C)CCN(C)C(=O)c1ccc(c(F)c1)N1CC[C@H](NS(=O)(=O)\C=C\c2ccc(Cl)s2)C1=O,True,False
Flint2_Assay,GTC000061A,6.3955161097160165,0.02213550358477791,N(C)(C)CCN(C)C(=O)c1ccc(c(F)c1)N1CC[C@H](NS(=O)(=O)\C=C\c2ccc(Cl)s2)C1=O,True,False
Flint1_Assay,GTC000062A,5.98,0.05656854249492291,CN(CCS(=O)(=O)C)C(=O)c1ccc(c(F)c1)N1CC[C@H](NS(=O)(=O)\C=C\c2ccc(Cl)s2)C1=O,True,False
Flint2_Assay,GTC000062A,5.964984947660216,0.09873098826279454,CN(CCS(=O)(=O)C)C(=O)c1ccc(c(F)c1)N1CC[C@H](NS(=O)(=O)\C=C\c2ccc(Cl)s2)C1=O,True,False
Flint1_Assay,GTC000063A,6.85,0.07071067811865482,C=CCN(C)C(=O)c1ccc(c(F)c1)N1CC[C@H](NS(=O)(=O)\C=C\c2ccc(Cl)s2)C1=O,True,False
Flint2_Assay,GTC000063A,6.8794260687941495,0.0,C=CCN(C)C(=O)c1ccc(c(F)c1)N1CC[C@H](NS(=O)(=O)\C=C\c2ccc(Cl)s2)C1=O,True,False
Flint1_Assay,GTC000064A,5.885,0.007071067811865324,CN(CC(=O)N)C(=O)c1ccc(c(F)c1)N1CC[C@H](NS(=O)(=O)\C=C\c2ccc(Cl)s2)C1=O,True,False
Flint2_Assay,GTC000064A,5.964774182378637,0.0025485007107246575,CN(CC(=O)N)C(=O)c1ccc(c(F)c1)N1CC[C@H](NS(=O)(=O)\C=C\c2ccc(Cl)s2)C1=O,True,False
Flint1_Assay,GTC000065A,5.789999999999999,0.02828427124746224,CN(Cc1ccncc1)C(=O)c1ccc(c(F)c1)N1CC[C@H](NS(=O)(=O)\C=C\c2ccc(Cl)s2)C1=O,True,False
Flint2_Assay,GTC000065A,5.876910674554473,0.1149784002033566,CN(Cc1ccncc1)C(=O)c1ccc(c(F)c1)N1CC[C@H](NS(=O)(=O)\C=C\c2ccc(Cl)s2)C1=O,True,False
Flint1_Assay,GTC000066A,6.585,0.007071067811865324,CN(CCN1CCCC1)C(=O)c1ccc(c(F)c1)N1CC[C@H](NS(=O)(=O)\C=C\c2ccc(Cl)s2)C1=O,True,False
Flint2_Assay,GTC000066A,6.509269650551211,0.0594309525262804,CN(CCN1CCCC1)C(=O)c1ccc(c(F)c1)N1CC[C@H](NS(=O)(=O)\C=C\c2ccc(Cl)s2)C1=O,True,False
Flint1_Assay,GTC000067A,6.2,0.014142135623730649,CN(CCc1nc[nH]c1)C(=O)c1ccc(c(F)c1)N1CC[C@H](NS(=O)(=O)\C=C\c2ccc(Cl)s2)C1=O,True,False
Flint2_Assay,GTC000067A,6.245240809895678,0.0850705901445502,CN(CCc1nc[nH]c1)C(=O)c1ccc(c(F)c1)N1CC[C@H](NS(=O)(=O)\C=C\c2ccc(Cl)s2)C1=O,True,False
Flint1_Assay,GTC000068A,6.285,0.021213203435596916,OCCCN(C)C(=O)c1ccc(c(F)c1)N1CC[C@H](NS(=O)(=O)\C=C\c2ccc(Cl)s2)C1=O,True,False
Flint2_Assay,GTC000068A,6.29420277222499,0.06757937045620073,OCCCN(C)C(=O)c1ccc(c(F)c1)N1CC[C@H](NS(=O)(=O)\C=C\c2ccc(Cl)s2)C1=O,True,False
Flint1_Assay,GTC000069A,6.1,0.042426406871192264,CNC(=O)CCN(C)C(=O)c1ccc(c(F)c1)N1CC[C@H](NS(=O)(=O)\C=C\c2ccc(Cl)s2)C1=O,True,False
Flint2_Assay,GTC000069A,6.051076534210214,0.06481832732664856,CNC(=O)CCN(C)C(=O)c1ccc(c(F)c1)N1CC[C@H](NS(=O)(=O)\C=C\c2ccc(Cl)s2)C1=O,True,False
Flint1_Assay,GTC000070A,6.09,0.0424264068711932,CN(CCc1nc[nH]c1C)C(=O)c1ccc(c(F)c1)N1CC[C@H](NS(=O)(=O)\C=C\c2ccc(Cl)s2)C1=O,True,False
Flint2_Assay,GTC000070A,6.268411982255321,0.0011394913748915942,CN(CCc1nc[nH]c1C)C(=O)c1ccc(c(F)c1)N1CC[C@H](NS(=O)(=O)\C=C\c2ccc(Cl)s2)C1=O,True,False
Flint1_Assay,GTC000071A,6.295,0.07778174593051983,CN(CC(=O)O)C(=O)c1ccc(c(F)c1)N1CC[C@H](NS(=O)(=O)\C=C\c2ccc(Cl)s2)C1=O,True,False
Flint2_Assay,GTC000071A,6.2133982085860655,0.029604067181753426,CN(CC(=O)O)C(=O)c1ccc(c(F)c1)N1CC[C@H](NS(=O)(=O)\C=C\c2ccc(Cl)s2)C1=O,True,False
Flint1_Assay,GTC000072A,5.335,0.48790367901871745,OC(=O)CNC(=O)c1ccc(c(F)c1)N1CC[C@H](NS(=O)(=O)\C=C\c2ccc(Cl)s2)C1=O,True,False
Flint2_Assay,GTC000072A,5.661870542596533,0.035505736542504225,OC(=O)CNC(=O)c1ccc(c(F)c1)N1CC[C@H](NS(=O)(=O)\C=C\c2ccc(Cl)s2)C1=O,True,False
Flint1_Assay,GTC000073A,6.585,0.049497474683058526,OCCN(C)C(=O)c1ccc(c(F)c1)N1CC[C@H](NS(=O)(=O)\C=C(/C)c2ccc(Cl)s2)C1=O,True,False
Flint2_Assay,GTC000073A,6.53985483474211,0.0010644467266957263,OCCN(C)C(=O)c1ccc(c(F)c1)N1CC[C@H](NS(=O)(=O)\C=C(/C)c2ccc(Cl)s2)C1=O,True,False
Flint1_Assay,GTC000074A,6.890000000000001,0.14142135623730995,CN(Cc1ccccn1)C(=O)c1ccc(c(F)c1)N1CC[C@H](NS(=O)(=O)\C=C(/C)c2ccc(Cl)s2)C1=O,True,False
Flint2_Assay,GTC000074A,6.887087004269052,0.06852572736287404,CN(Cc1ccccn1)C(=O)c1ccc(c(F)c1)N1CC[C@H](NS(=O)(=O)\C=C(/C)c2ccc(Cl)s2)C1=O,True,False
Flint1_Assay,GTC000075A,8.31,0.2545584412271567,CNCCN(C)C(=O)c1ccc(c(F)c1)N1CC[C@H](NS(=O)(=O)\C=C(/C)c2ccc(Cl)s2)C1=O,True,False
Flint2_Assay,GTC000075A,8.460409376976187,0.08834502788860944,CNCCN(C)C(=O)c1ccc(c(F)c1)N1CC[C@H](NS(=O)(=O)\C=C(/C)c2ccc(Cl)s2)C1=O,True,False
Flint1_Assay,GTC000076A,7.449999999999999,0.08485281374238547,CN(CCS(=O)(=O)C)C(=O)c1ccc(c(F)c1)N1CC[C@H](NS(=O)(=O)\C=C(/C)c2ccc(Cl)s2)C1=O,True,False
Flint2_Assay,GTC000076A,7.383501944803923,0.051922085257984196,CN(CCS(=O)(=O)C)C(=O)c1ccc(c(F)c1)N1CC[C@H](NS(=O)(=O)\C=C(/C)c2ccc(Cl)s2)C1=O,True,False
Flint1_Assay,GTC000077A,6.775,0.13435028842544464,COCCN(C)C(=O)c1ccc(c(F)c1)N1CC[C@H](NS(=O)(=O)\C=C(/C)c2ccc(Cl)s2)C1=O,True,False
Flint2_Assay,GTC000077A,6.732821926993079,0.10080290911378095,COCCN(C)C(=O)c1ccc(c(F)c1)N1CC[C@H](NS(=O)(=O)\C=C(/C)c2ccc(Cl)s2)C1=O,True,False
Flint1_Assay,GTC000078A,8.850000000000001,0.19798989873223347,CN(C)C(=O)c1ccc(c(F)c1)N1CC[C@H](N(C)S(=O)(=O)\C=C(/C)c2ccc(Cl)s2)C1=O,True,False
Flint2_Assay,GTC000078A,8.999999999999998,,CN(C)C(=O)c1ccc(c(F)c1)N1CC[C@H](N(C)S(=O)(=O)\C=C(/C)c2ccc(Cl)s2)C1=O,True,False
Flint1_Assay,GTC000079A,6.395,0.021213203435596916,OC=O.CN(C)CCN(C)C(=O)c1ccc(N2CC[C@H](NS(=O)(=O)c3cc4ccc(Cl)cc4s3)C2=O)c(F)c1,True,False
Flint2_Assay,GTC000079A,6.372635351287322,0.001448552559368903,OC=O.CN(C)CCN(C)C(=O)c1ccc(N2CC[C@H](NS(=O)(=O)c3cc4ccc(Cl)cc4s3)C2=O)c(F)c1,True,False
Flint1_Assay,GTC000080A,7.805,0.06363961030678918,OC=O.CNCCN(C)C(=O)c1ccc(N2CC[C@H](NS(=O)(=O)c3cc4ccc(Cl)cc4s3)C2=O)c(F)c1,True,False
Flint2_Assay,GTC000080A,7.796729909783021,0.038436671637753834,OC=O.CNCCN(C)C(=O)c1ccc(N2CC[C@H](NS(=O)(=O)c3cc4ccc(Cl)cc4s3)C2=O)c(F)c1,True,False
Flint1_Assay,GTC000081A,6.605,0.021213203435596288,CN(CCN)C(=O)c1ccc(N2CC[C@H](NS(=O)(=O)c3cc4ccc(Cl)cc4s3)C2=O)c(F)c1,True,False
Flint2_Assay,GTC000081A,6.5729502624861595,0.02182135988671579,CN(CCN)C(=O)c1ccc(N2CC[C@H](NS(=O)(=O)c3cc4ccc(Cl)cc4s3)C2=O)c(F)c1,True,False
Flint1_Assay,GTC000082A,7.02,0.04242640687119289,CN(CCc1cccnc1)C(=O)c1ccc(N2CC[C@H](NS(=O)(=O)c3cc4ccc(Cl)cc4s3)C2=O)c(F)c1,True,False
